czy_stwierdzenie,tekst
0,"Skuteczność na poziomie 0 %
A jeszcze lepsi są Ci co mówią ""nie noszę maseczki dla siebie, tylko np dla dzieci itp"" albo ""zaszczepię się dla wnuków"" 
Głowa sprana przekazem z TV. https://t.co/GYzVLIxYIy"
0,"@ASzymonJanowski @adam_abramczyk Dzisiejsze, na żywo. Również zwróciłam na to uwagę. Może policja jest już zaszczepiona,albo to inny gatunek..."
1,"Pięknie. Kiela to musi być naprawdę niezłe kur..sko:
- przez lata dyrektorka w Discovery, de facto rządząca TVNem
- łamiąca nagminnie prawa pracownicze w pogoni za wynikami
- politycznie zaangażowana (PO)
- zaszczepiona w gronie ""artystów"" u Gaciąga"
0,"@michaldworczyk Ciekawe co zrobicie jak wszyscy chętni się zaszczepią,  szczepionek zostanie a reszta nie się nie https://t.co/1NW7tjKlRl pewno będą przymusy pod wymyślonymi przez was zasadami. To do was podobne a ja powiem tyle żeby nie wiem co się działo to się nie zaszczepię. Pierdole was !!!"
0,@LozaGdanska Czerwony czarny żółty niebieski fioletowy zielony
0,@hytrekprosiecka Regan Bush I Clinton
0,"@EwaMFabian To  jest dosc smutne .... niestety ...,"
0,"@davoff994_d @Grzegosh21 Ja się spotkałem z argumentacją: ""ja się zaszczepię bo chce żyć."""
0,"@K_Paczkowski Dodajmy, że wielu robiło sobie (słusznie) nakładki na profile: zaszczepię się w pierwszym możliwym terminie."
0,"while i was doing netflix &amp; chill, pokazala mi sie reklama kondomow. idk jak tak mozna tbh nie wiem wogole dlaczego to pokazuja skoro nie ma edukation sexual in polska. nienawidze tego kraju jak skonczy sie coronatime, to wyjade. ale niestety nie zaszczepie sie, bo (1/2)"
0,@kobietaona007 W naszych 20 i 6 mcy ... w ludzkich jakieś 130 ...
0,@Braveczka Tak to ja też się chętnie zaszczepię 😂😂😂
0,@LozaGdanska :)
0,"@maciekhadel @mlaxis Za chwilę ""zaszczepię się na samym końcu"" będzie wyrazem heroizmu, a nie ukrytej antyszczepionkowatości :)"
0,@TesTeq @KrzysztofLanda @HalikRafa @karolpoznanski Ponieważ czeka na swoją grupę wiekowa ... zatem wizyta ma być opóźniona o kilka dni ... w sumie raczej mi sie to podoba
0,W #InternationalWomensDay życzę nam wszystkim rozmachu w marzeniach i sukcesów w ich realizowaniu https://t.co/sMWaawZgDS
0,"@_amilano @PP_now 😕 No to uj bombki strzelił, się nie zaszczepię."
0,@marekrk @czerniakowianka @monika_kw @zaplutyzsalonu @ZLasami :) ja też :)
0,@marekrk @czerniakowianka @monika_kw @zaplutyzsalonu @ZLasami Gratuluję więc ! Puryści językowi zawsze zasługują na szacunek 🙃😉😞niestety mi nie zawsze się to zdarza 🥺😩😂
0,@Tomasz26990142 Kawiarka !!!!
0,@czerniakowianka @marekrk @monika_kw @zaplutyzsalonu @ZLasami A ten zimowy choc piekny bywa jest jednak niezwykle wymagajacy
0,@marekrk @czerniakowianka @monika_kw @zaplutyzsalonu @ZLasami :) wyjątki najczęściej ja potwierdzają
0,@MarekS98837118 Tak sobie https://t.co/6sAUzP41SV
0,@marekrk @czerniakowianka @monika_kw @zaplutyzsalonu @ZLasami To drugie ... slownik w telefonie nie pomaga .... cóż Iphon to idiota :)
0,"@JoModzelewska Oczywiście. Ja się zaszczepie tylko dla siebie. W nosie mam innych. Każdy może. Zgadzam się, głupie gadanie."
1,@darek19644 Pisowska elita to już jest dawno zaszczepiona.
0,@kobietaona007 Echh chciałabym chciała ( ale nie w kota w jej wieku .... )
0,A Ja bym chciala moc dzis tak .... https://t.co/rdjjXMbhKv
0,@DoRzeczy_pl Chętnie kupię i się zaszczepię.🙂
1,@synczeslawa Well w sytuacji gdy grupa zero nie zostala do konca zaszczepiona - zaczeli szczepic seniorow :) a potem placz ze medycy i inne niezbedne sluzby pracuja na pol gwizdka bo polowa choruje i seniorzy nie otrzymuja odpowiedniego wsparcia :)))
1,"@JacekPrivate @ObserwatorXY Poprawiam. Do dziś, podobnie jak wczoraj, ponad połowa studentów medycyny nie została zaszczepiona."
0,@iu_st :) Wyspiarze z Polski to zasadniczo kojarzą Kraków .. wiec ... Wieliczka blisko :) czy wykupią - bardzo wątpię ...
0,@marekrk @czerniakowianka @monika_kw @zaplutyzsalonu @ZLasami Zgodzić się muszę 🤣
0,@czerniakowianka @marekrk @monika_kw @zaplutyzsalonu @ZLasami Czyta mi Pani w myślach ....
0,"@licosmoss Byłam w stos. do szczepionek ostrożna, siebie i dzieci szczepiłam tylko tymi obowiązkowymi.
Tym razem zapalenie jest wirusowe, ale córa ma  przeciwciała które wskazują na to że kiedyś przeszła boreliozę
Oczywiście na Covid się zaszczepię nie dlatego że się boje ale by nie zakażać"
0,@JakubKrupa Niestety ... co jednak niezmienia faktu ze rożnego rodzaju rozgrywki  rodzinne są okropne ale ta konkretna odbywa się na oczach świata .... jedno jest pewne ... Amerykanki z przeszłością w tej Rodzinie  odgrywają szczególną rolę ...
0,@macbor https://t.co/1m2OEqWyyC
0,@Stevewal63 Of course ! And robin song is absolutely magical
0,@LozaGdanska Lol ja tej 19 to nie widzę .. ale może raczej to dobrze :)
0,@DkorycinskaK Uwielbiam Sophie Loren ..  niezmiennie
0,@iu_st Hmmm egoism ma w naszej kulturze wylacznie pejoratywne konotacje .... ale oni wszyscy na niej “ wisieli” czy rzeczywiscie egoizm .... a moze po prostu chec zapewnienia wszystkim wolności od lęku o przetrwanie ... koszty miała po swojej stronie ... egoizm hmmmm łatwa etykietka
0,"@PolsatNewsPL JA OSOBIŚCIE  ANI POŁOWĄ DAWKI SIĘ  NIW ZASZCZEPIĘ,NIE MA TAKIEJ OPCJI,BO ZDROWIE I ŻYCIE  MAM TYLKO JEDNO,NIE ODDAM ZA BEZCEN WON"
0,"@marcin_p_piatek Tak :-), ale ze względu na zamarzanie, nie na ""moc"", ten silnik  fatalnie reaguje nawet na samo zgęstnienie ropy - niemiecka precyzja, hehe... czyli jednak obawiam się powrotu mrozów!"
0,@tomek_Q Bez pieprzu !!! Tylko sol :)
0,"@oko_press @MiladaJedrysik Ile osób 80+ żyje w Polsce? Nie zaszczepili nawet połowy. A jest 40mln osób. To może ja, mając 25 lat, zaszczepię się za 2-3 lata. I co, przez kilka lat mam chodzić w masce, nie spotykać się w grupach ze znajomymi, unikać kontaktu z dziadkiem? Proponuję mieć w dupie obostrzenia"
0,@iu_st Piękno leży w oku patrzącego ... egoizm ... a może dążenie do sukcesu ... mocno / drogo płaciła za wszystko
0,No to tak od serca pan premier zadeklarował... obyśmy tylko w tym wypadku nie wzorowali się na NHS.
0,@karolpoznanski To Ja poprosze jeszcze takie tylko z bocianami :) I juz bedzie pelnia szczescia ...
0,@MarekS98837118 Marnie ale wciaz
0,NHS 1% pay rise is 'as much as we can give' - Boris Johnson https://t.co/UNfgDJELWg
0,"@m_uciechowska Nie warto. Jestem w grupie 65-69 i zaszczepię się tak szybko, jak to tylko będzie możliwe. Mąż starszy i przyjął już pierwszą dawkę #Moderna, druga 27 III."
0,"@m_sobolewski @ckwadrat Oczywiście, ja z objawów miałem tylko brak smaku i węchu przez kilka i dzień temp. 37.5.  Za cholerę się nie zaszczepie."
0,"@WolneCentrum Wiem o tym, dlatego nigdy się na nic nie zaszczepiłem i nie zaszczepię"
0,"@marcin_p_piatek Dokładnie! Raz ostatnio wlałem „zwykłą” zimową ropę z roztargnienia. O ile pamiętam normę, gęstnieje przy -18... Było -14. Silnik krztusząc się, owszem, zapalił. Ale by jechał, musiałem zaczekać kwadrans na pełne rozgrzanie bloku, a i tak pracował fatalnie. Także odradzam :-)"
0,"Instalacja 5g w moim sąsiedztwie na terenie strefy przemysłowej.
Jak się zaszczepie będę mógł szybko aktywować chipa

W promieniu 5km nie brakuje również ładowrek Tesli do samochodu.

Kiedy w Polsce walczymy z aborcją, inni po prostu rozwijają swoją infrastrukture. https://t.co/wTIRvfSkEU"
0,@iu_st I tym mowie ... poza tym z wiekiem / doświadczeniem patrzymy die na różne sprawy inaczej ... bardziej liberalnie a może z większym zrozumieniem dla natury ludzkiej ....
0,@LozaGdanska Taka sama mam ( tylko kubek inny)
0,@MarekS98837118 Jerome K Jerome - w trzech panach w łódce nie licząc psa opisywał  podobne objawy ... zdaje die ze tylko przypadkiem nie rozpoznał u siebie cholery bo akurat wówczas nie było żadnego ogniska ani puchlina wodnej kolan ...cóż zaleceniem mądrego lekarza było wiosłowanie po Tamizie🤣
0,@justyna560 @EwaMFabian Zdajemy ... niestety .... dzieki edukacyjnym reformom mlodziez cóż .... szkoda słów ...
0,@RobertMoldach Uuuuu
0,@Annaata5 @PistoleroK @olimpia_szuwar @CzarekJan Sama też mam 4 dzieci i że względu na nich nigdy się nie zaszczepię bo mam dla kogo żyć! A niestety nauczyciele dzisiaj to inna mentalność niż kiedyś mimo że sama jestem nauczycielem i pracuje w zawodzie.
0,"A Polish saltmine workout to shake off long Covid

https://t.co/pvy9dBj400"
0,"@mar_watrobinski Tak, na autostradzie. Koło Łodzi. Zimowa ropa. No ale jednak, cena mnie zaskoczyła. W takim tempie szóstka na początku na wakacje będzie normalnością."
0,"@Laweta2 Ja sie nie zaszczepie , nigdy  tez sie nie szczepilam na grype ale jest duzo osob,ktore to zrobia."
0,"@MPolitowicz11 @marcin_p_piatek Po dwóch intensywnych dniach w podróży i w pracy konkurs 4P wygrało „place”, czyli „convenience”, nie „price”. Szybszy powrót w domu był wart tych 20-30 zł..."
0,@ZaklinaczLosiow Tia
0,@iu_st No .... niekoniecznie .... w towarzystwie jej nie przyjmowano wszak 🙃😉
0,@tvn24kawa @DeraAndrzej @tvn24 Z przyjemnością zaszczepię pana Derę chińską szczepionką! Nawet dopłacę z własnej kieszeni!
0,@LozaGdanska Ja tez ... nawet za bardzo to Nie wiem z czym to jesc
0,@ZaklinaczLosiow Chciałabym ....
0,Chester today https://t.co/jNDuuNcX0u
0,@iu_st Jako kontrapunkt dla Scarlet... postal konieczna ale czy rzeczywiscie ? ....
0,@mar_watrobinski Wyptobuje !
0,@rrobertn @LPanstwowe Piekny
0,@iu_st Coz .... ja jednak wole Scarlett ... Goniaca za niejasnym pragnieniem ale przykuta do rzeczywistosci bo Kto Jak Nie Ona  ogarnie ....
0,"kocham to, ze taki typek ustawił nakładkę na zdjęcie na fb „zaszczepię się, bo chcę dożyć zmiany rządu”"
0,"ej czy jak sie zaszczepie astra zeneca, ktora jest szczepionka wektorowa, a nie rna, to bill gates nie naprawi mi zycia? :("
0,NHS pay rise: How much will staff be paid? https://t.co/XcpMM5aidW
0,"Nigdy nie protestowałam przeciwko #szczepimysie z obawy o własne zdrowie. Tylko, żeby nie dać zarobić sk*** z firm farmaceutycznych + pośrednikom i nie wchodzić w ogóle w ten system. Ale jeśli potrzebujecie dla statystyk, zaszczepię się #AstraZeneka . @MorawieckiM @StZaryn"
0,"No i masz...
https://t.co/IfwnG0YCbr"
0,"➡️ #motoogloszenia

🔸To z racji tego, że dzisiaj przekroczyłem 9500 obserwujących, dostałem kataru i kichawy...

... chyba się ZASZCZEPIĘ😎

Kto się szczepi ze mną?🍷🍷🍷 https://t.co/k5N6sfkVqv"
0,"„Around half of all public-sector workers, including NHS staff, police officers and teachers, have their salaries negotiated by independent pay-review bodies.”"
0,@richardm1955 @bbudka To jutro rano wstanę i się zaszczepię.haha
0,@karolpoznanski @TesTeq @AsikorskaB @annakmakuch Wylacznie zachowac sie przyzwoicie ...
0,@Lola88237514 Dziś się zaszczepię z sąsiadem o ile mu nic nie wypadnie.😂😂😂
0,"💬 Zaszczepię się w odpowiednim terminie szczepionką, która będzie dopuszczona przez Europejską Agencję Leków. Kuriozalne jest ideologiczne podejście rządu @pisorgpl do kraju pochodzenia szczepionki w sytuacji zagrożenia zdrowia i życia Polaków.

🍀@PZgorzelskiP 
📺@PolsatNewsPL https://t.co/6CF0S0xLHE"
1,"@adela_rock @Ada26403560 @0nlyNSX @MZ_GOV_PL @prezydentpl @pisorgpl @a_niedzielski @TVN Musisz zażyć dwie dawki by to miało jakikolwiek sens, ja też jestem ozdrowieńcem i ja myślę logicznie i rozsądnie dlatego wcale się nie zaszczepię, mój organizm już rozpoznał tego wirusa i wie jakie będą potrzebne przeciwciała."
0,@kobietaona007 To fakt
0,"@AnnaChodkowskaa @Jerzy751 @leszek105 @bdk1985 @piekny_antonio @JacekPiekara Dwa tygodnie??? Łoooooooooł 👏🤣🤣🤣🤣🤣🤦🏻‍♂️🤦🏻‍♂️ Czuje się uspokojony, teraz to na pewno się zaszczepię 🤣🤣🤣"
0,@eco_nie Masz rację. Dbam o Zdowie swoje i najbliższych i nikogo z nich nie zaszczepię :)
0,@slawi99 Bardzo zacny pomysł. Jak tylko przejdzie mi przeziębienie natychmiast się zaszczepię😉 Czy mogę ów pomysł ukraść by nieco zmodyfikować? Już wiem co ktoś dostanie na urodziny 😈
0,"@divi_pl @Piotr_Pomykala @a_niedzielski @MZ_GOV_PL @MorawieckiM Nie zaszczepieni.Gdy się zaszczepię będę chodził bez maseczki,ale z zaświadczeniem dla władzy."
0,"@MaaPera4 @Les83231696 Też to mówię, ale co mogę więcej. Nie zaszczepię się i tyle, ale o innych decydować nie mogę."
0,"@rzeczpospolita To niech umożliwią zakup komercyjny tej szczepionki. Ja z miłą chęcią kupię w aptece i zaszczepię prywatnie. 

Z perspektywy państwa podwójny plus. Nie zapłaci za moją szczepinkę plus będzie miało zaszczepionego w wieku produkcyjnym teraz a nie - jak zakładam - w 2024 r."
0,"@ANikan9999 Najlepsze życzenia. Czas naprawdę w pewnym momencie przyspiesza i lata przelatują jak w nadświetlnym kalejdoskopie.  Na pewno przed Tobą wiele wspaniałych chwil. ♥️♥️♥️♥️
Ja teraz czerpię satysfakcję z tego, że wkrótce się zaszczepię"
0,"@varshavskyseb Oczywiście, medycy niech się szczepią. Natomiast kolejność i kolejne grupy to już porażka.. Straciłam nadzieję, że się zaszczepię."
0,"@dominikpiechota @michalgajdek @buszta_krystian Mi się spodobała pasja, ale też profesjonalizm i czuć tą chęć rozwoju. A sam podcast i otwiera trochę oczy i pokazuje jak piłka ewoluowała chociaż jej istota jest ciągle taka sama.

Trzeba zamówić książkę - mi osobiście się nie przyda, ale może synkowi zaszczepię bakcyla 😅"
0,@dziekan531 @smoothMF Dla mnie to akurat dość istotne informacje. Do sprawdzania dalej. Nie ulegam dość łatwo szumowi informacyjnemu. Jestem w grupie zero i wciąż nie podjęłam decyzji czy i jaką szczepionką się zaszczepię.
0,@karolpoznanski Wiem ... to po prostu sie wie ....
0,@nobeatrycze Zdecydowanie się zgadzam !
0,@ZaklinaczLosiow Potworne jest to ze biedne dziecko cierpiało ... strasznie to smutne ... wieczne odpoczywanie racz jej dać Panie ....
0,@kobietaona007 Same
0,"@BrabBarbara Przecież to indywidualna sprawa każdego z nas, osobiście bym nie usuwał. Mamy wolność, prawo wyboru i do własnej oceny sytuacji. Ja się nie zaszczepię jednak nie potępiam tych co chcą. To jest kwestia wyboru, przynajmniej na razie. Pani mamie życzę zdrowia i zero komplikacji."
0,Paliwo... https://t.co/UnqgxhUPLw
0,@karolpoznanski Pieknie — I to moja #Lubelszczyzna
0,"Według kalkulatora szczepień najszybciej zaszczepie się do połowy 2022 roku, no fajnie XD"
0,"@Andrzej99412947 Pewnie Pana zmartwię ale kilka moich bliskich osób zaszczepiło się i do tego trzema dostępnymi szczepionkami. Ja czekam i chętnie zaszczepię się tymi ""złymi"" szczepionkami. Tylko utwierdził mnie Pan w tym, że nie ma się czego bać, a jeśli ktoś się boi to ""wpadł"" w wir teorii"
0,@erlkonig1234 Nie ... tuńczyk ...
0,"@auto_moto_pl @rrobertn Mam , jezdzi sie swietnie ... pad irytujacy ale po 3 miesiącach się przyzwyczaiłam 🤣 mój syn pewnie opanował by to szybciej :) bardzo wygodny i jeździ jak marzenie - tylko kierownice mam po innej stronie 🤣"
0,@Andrzej31263190 Ha .. Ja ... bym chciala
0,"@vixorius Ten pan z nakładką ""Zaszczepię się w pierwszym możliwym terminie"" zmarł kilkanaście dni po szczepieniu."
0,@Pozycz_dyche2 To może i ja się zaszczepie?🤔😆
0,@Anna88407187 nie zaszczepie sie poki nie bedzie sputnika albo sinovac. jestem upartym oslem ktoremu wiekszosc szczepionek sie nie przyjmowalo. ja chce zyc. poczekam jeszcze w jaskini pare miesiecy a potem sie zaszczepie
0,@rrobertn @nikcollection Tia ... dobra tośmy się posmieli :) a teraz porozmawiajmy poważnie . Jak znalazłeś takie krople ... jak dostrzegłeś ich migotliwe piękno..
0,"Polski pacjent ""zero"": Do dzisiaj odczuwam skutki choroby. Myślę, że się zaszczepię. #koronawirus #KoronawirusWPolsce https://t.co/zNj7Edjqr5"
0,"@Tomasz111101111 Nie, zaszczepię się, gdy przyjdzie pora na 29-latków. Znaczy wtedy pewnie będę miał już z 32 :)"
0,@makowski_m Jako ozdrowieniec - tylko 1 dawką napewno się nie zaszczepie.
1,"@MBalawelder To nie jest tak, że nie wpuszczą niezaszczepionych! Nie siejcie paniki. Poprostu ci zaszczepieni nie będą musiel robić testów przed i po locie (zależy od kraju) Mam znajomego co lata 2-3 razy w tygodniu (praca), traci fortunę na testy. Sam się nie zaszczepię ale jemu to pasuje"
1,"Chiny nie ustępują i rozszerzają program analnych testów na koronawirusa na wszystkich przyjezdnych
#wieszwięcej #koronawirus
https://t.co/1yvboWSK33"
0,"@richardm1955 @bbudka Znaczy jako 48 latek zaszczepię się wcześniej niż moja 75 letnia mama?:)
 Bo że ona zaszczepi się póżniej od Jandy czy Miszczaka to już wiem."
0,"@Malgorzata___ Ja w każdym razie nie zaszczepię się, ani chińską, ani ruską."
1,"@krzysztofbukiel @a_niedzielski Na zajęciach ze studentami rozmawiam o neo-tayloryzmie w ochronie zdrowia. Mechaniczność. Dehumanizacja. ""Szufla Taylora"". To jest chyba głębszy problem. W przeważającej części studenci (dorośli ludzie, doświadczeni menedżerowie) zgadzają się, że tayloryzm kwitnie.Choć to chwast."
0,To może ja się zaszczepie i będzie mi lepiej Tak nabierka rzekł
0,@jurek458 @Oltom154 @hubal63 Ja przeszłam przez covida bardzo ciężko. Nie pamiętam kiedy ostatnio byłam taka chora. Na grypę szczepie się co roku i na covida się zaszczępię.😉
1,"Pacjent ""zero"" jeszcze się nie zaszczepił. - Czekam na swoją kolej. Kiedy przyjdzie, będę się zastanawiał, ale myślę, że się zaszczepię - mówi

https://t.co/bQsPfi1Xfu"
0,"@szczepimy @patka0091 @ArturJacek1 @lukosio78 @ZajobyWon Ja sie nie zaszczepie a wasze obostrzenia i ograniczenia miałem,mam i będę miał w dupie głęboko. Walcie się. Żegnam ozięble."
0,@blum_anna @umed Wystarczyło cokolwiek. Wiem jak jest ciężko. Nie wymagam cudów. Cztery krzesła i koc. Materac na podłodze. Aby Starszą Panią położyć... Nie mieści mi się to w głowie!
