etykieta,tekst
13,"Minister zdrowia Czech odwołany, bo nie dopuszczał rosyjskiej szczepionki bez pozwolenia EMA. Dostarczenie Sputnika V o zmienionym składzie, spowodowało upadek rządu Słowacji. Nie było błędu w twierdzeniu, że ta szczepionka ma na celu wywołać zamieszanie. https://t.co/4jjlP8XxLx"
11,"""Jest wynegocjowane unijne porozumienie dotyczące zakupu i podziału szczepionek – wskazał w @tvp_info europoseł @__Lewica @poselbalt
#wieszwięcej #koronawirus #covid19 #szczepionka #SzczepimySię #Minęła20 https://t.co/61nAiwNC4X"""
11,"@leone1104 @murashid73 @mangrby @PBasiukiewicz Bzdury, ciekawe..... Jeszcze przed pandemia jak publikowane byly badania CureVac dotyczace mRNA i jego wykorzystania przy szczepionkach na grype czy raka to nazywało sie to terapia genowa- teraz to zwykła szczepionka..."
3,"@GCessak Takiego pierdolenia jak to dzisiejsze w wykonaniu EMA to dawno nie słyszałem. 'Szczepionka może Cię zabić, ale trzeba się szczepić bo może się uda i akurat Ciebie nie zabije tylko kogoś innego.'"" Szczepienie Astrą Zeneca jest jak zabawa w rosyjską ruletkę."""
2,"@GCessak Takiego pierdolenia jak to dzisiejsze w wykonaniu EMA to dawno nie słyszałem. 'Szczepionka może Cię zabić, ale trzeba się szczepić bo może się uda i akurat Ciebie nie zabije tylko kogoś innego.'"" Szczepienie Astrą Zeneca jest jak zabawa w rosyjską ruletkę."""
2,"""EMA potwierdza, że bardzo rzadkie przypadki zakrzepicy (głównie żył mózgowych oraz naczyń brzusznych) przebiegające z niskimi wartościami płytek krwi są powiązane ze szczepionką A-Z, choć niezmiernie rzadkie.

Korzyści  przeważają nad ryzykiem

1/2

https://t.co/7fzcCxfeAa"""
11,"@agnieszkawolsk9 Bez obowiązku szczepienia dzieci, nie ma demokracji!"
11,"@Grzegorz_Red @grzesiowski_p I to samo spotka wariant z UK. Jeśli epidemia, traktowana jako system, chce przetrwać, następną mutacją będzie wariant ucieczkowy, albo jeszcze większe zwiększenie zakaźności. To @a_niedzielski powinien zrozumieć, bo szczepionka wtedy mu już nie pomoże."
11,Jakby Pani poczytała jakie są efekty uboczne pozostałych szczepionek to by się okazało że Astra jest 1000 razy bezpieczniejsza. To walka koncernów o pieniądze i tyle.Astra jest jako jedyna szczepionką a pozostałe to czystej formy eksperyment
11,Partyjna profesura też szczepiona lepszą szczepionką.
11,Europejski Trybunał Sprawiedliwości funduje wyrok w sprawie legalności obowiązkowego szczepienia! Teraz możemy zdychać legalnie po fenolu czy szczepionce co za różnica! https://t.co/u3h5THtU2W
3,"@deirdre0me w rozmowach poruszam też ten argument, se szczepionka na zajoba nie chroni, ani przed zachorowaniem, a tym bardziej przed przenoszeniem jakichkolwiek wirusów"
11,"""Szpital im. Stefana Żeromskiego w Krakowie otrzymał około 1,8 tys. rozmrożonych dawek, które musi wykorzystać do soboty
#wieszwięcej #koronawirus #covid19 #szczepionka
https://t.co/TNou2sI2OO"""
11,"@KaroGlowacka Dlaczego szwedzka nagroda jest tak upragniona przez naukowców, a szwedzka szczepionka już taka nie jest? Akademików szczepi się sputnikiemV, bo to rusycyzm.h"
11,"""51,2% - uważa, że będziemy musieli się doszczepiać co pewien okres
19,1% - nie wie czy szczepienia zakończą 
14,3% - uważa, że aktualne szczepienia wystarczą do końca 
9% - uważa, że szczepienia nie zakończą Pandemii
5,6% - uważa, że Wirus zmutuje 
0,8% - Wirus nie istnieje https://t.co/9SR4vXRW8C"""
3,"@DoRzeczy_pl Prawdziwym celem jest przyspieszenie mutacji wirusa i granie tego spektaklu dłużej. Naturalnie by wygasło, szczepienia rozregulują ludziom układ odpornościowy i niestety oddziaływują też na przyspieszenie mutacji wirusa. Dlatego taki pośpiech."
11,Australien: Personer yngre än 50 år bör inte ta Astra Zenecas vaccin https://t.co/ASDJvSBPCA
11,"@Rationalist2021 Zastanawia mnie to: Kolega jest po C-19 i ma przeciwciała na poziomie 700, co ponoć jest dużo. Gdzieś czytałem, że szczepionka mRNA daje przeciwciała na poziomie kilku tysięcy. Nie znam się na to, ale czy jak tego będzie za dużo to nie będzie skutków ubocznych dla organizmu?"
11,@KarelMrook Nasza szczepionka przepustką do nowego świata... wiecznego... 🤣
11,"@PremierRP @michaldworczyk Skoro to pilotaże, to właściwe szczepienia rozpoczną się kiedy? Za 10 lat? Naprawdę już #WYPIERDALAJCIE w podskokach!"
11,@anlex_prawo Być może o to w tym szystkim chodzi. Ktoś rynek traci a ktoś go  zyskuje. Tym bardziej że szczepionka z Oxfordu jest najtańsza na rynku.
11,"@WiktorKolumb @TomaszZawadzk14 @wojtek1425 To raczej głupotą jest nakaz noszenia maseczek na zewnątrz, chyba tylko po to, zeby wzmóc stan grozy covidowej, a wystraszeni jeszcze chętniej będą ustawiać się w kolejce po coś co nazywa się szczepionką, (choć ją nie jest)"
11,"Obok dyscypliny i odpowiedzialności, szczepienia są najskuteczniejsza bronią z COVID-19. Dają możliwość przerwania transmisji wirusa, stanowią ochronę osoby szczepionej i zmniejszają ryzyko zakażenia bliskich. Warto się zaszczepić i będę do tego zachęcał mieszkańców gm. #Pszczyna https://t.co/zNgyUj3eC7"
3,@rzeczpospolita Od kiedy zaczęły się te szczepienia mamy w Polsce dużo ofiar śmiertelnych wirusa. Czy ktoś ogląda te statystyki?
11,"Minister w #KPRM @michaldworczyk w #Skierniewice: W II kwartale szczepienia będą odbywały się m. in. w zakładach pracy, szpitalach tymczasowych, przychodniach POZ, czy aptekach. #SzczepimySię"
2,EMA: zakrzepy krwi po szczepionce AstraZeneca to bardzo rzadkie skutki uboczne https://t.co/7BUcsyB643
3,"@MaciejRPawlicki Prawdziwym celem jest przyspieszenie mutacji wirusa i granie tego spektaklu dłużej. Naturalnie by wygasło, szczepienia rozregulują ludziom układ odpornościowy i niestety oddziaływują też na przyspieszenie mutacji wirusa. Dlatego taki pośpiech."
11,"""#Słowacja
Dalszy ciąg afery szczepionkowej na Słowacji. Tym razem Słowacki Państwowy Instytut Leków opublikował oświadczenie, iż szczepionka #SputnikV różni się znacznie od tej opisanej w magazynie medycznym '""The Lancet'"". W dokumentacji jest także pełno niespójności i braków."""
11,"""Europejski Trybunał Praw Człowieka orzekł w czwartek, że obowiązkowe szczepienia są legalne i mogą być konieczne w społeczeństwach demokratycznych. 

Wyrok ten „wzmacnia możliwość obowiązkowego szczepienia zarówno dorosłych jak i dzieci w warunkach obecnej epidemii COVID-19”."""
2,"""Europejska Agencja Leków poinformowała, że profil szczepionki przeciw COVID-19 Oxford-AstraZeneca jest pozytywny (korzyści &gt; ryzyko).

W dalszym ciągu można szczepić tą szczepionką mając na uwadze, że mogą wystąpić ultrarzadkie powikłania zakrzepowo - zatorowe.

1/3"""
11,Zapowiedziano szczepienia w zakładach pracy. Jest data https://t.co/oqkXvV8pZU https://t.co/Ax0kZbvWTK
11,"💣Kiedy cywilizowany świat 'kręci się'"" wokół COVID_19 Putin niszczy bezbronnego Alekseja Navalnego i szykuje się do aneksji Donbasu. Zaanektowany Krym mu nie wystarcza. Swoim poddanym zatyka codzienną biedę szczepionką o chwytliwej nazwie Sputnik. Naprawdę ten tyran jest groźny."""
11,"@bywalipnie @PiotrStrzembosz @katarynaaa Znalazł się wielki znawca. To moze powiesz, na jak długo szczepionka (Pfizer albo inna) dale odporność, bo tego nie wiedza nawet jej kreatorzy. Spekuluje się, ze potrzebne będzie trzecie szczepienie, albo nawet coroczne szczepienie. Czy wirus grypy zniknął po szczepionkach?"
11,"@to__nikt__wazny @GadowskiWitold Proszę Witolda Gadowskiego aby odpowiedział na 1 pytanie -na jakiej podstawie stawia tezę,że  szczepionka sputnik ma więcej plusów niż minusów w odróżnieniu do rządowych szczepionek"
11,"""UWAGA: Instytucje o których sądziliśmy że staną po stronie Narodów - ZDRADZIŁY !!! 

'""Europejski Trybunał Praw Człowieka (ETPC) w Strasburgu orzekł w czwartek (7 kwietnia 2021), że obowiązkowe szczepienia są legalne i mogą być konieczne w społeczeństwach demokratycznych.'"""""
11,"@Nautulicus Przybywa tez lekarzy, odradzajacych szczepienia, ktore doprowadza do prawdziwej katastrofy."
11,"""Niemcy chcą kupić Sputnik V by przyspieszyć swoje szczepienia. Tymczasem Słowacja na interesach z Rosją wyszła kiepsko
https://t.co/CY6CG6jDeh"""
13,@michaldworczyk Dworczyk z Niedzielskim dostali dzisiaj sraczki bo pewnie brak chętnych na szczepionkową berbeluchę a tu terminy przydatności do szczepienia tych preparatów  niedługo zaczną mijać!
13,@michaldworczyk Dworczyk z Niedzielskim dostali dzisiaj sraczki bo pewnie brak chętnych na szczepionkową berbeluchę a tu terminy przydatności do szczepienia tych preparatów  niedługo zaczną mijać!
11,"""Sputnik V: Bawaria prawdopodobnie rozpocznie produkcję Sputnika. Miałaby za nią odpowiadać niemiecka filia rosyjskiego koncernu R-Pharm.

Jedynym dotąd krajem UE, który rozpoczął szczepienia preparatem Sputnik V są Węgry. Zamiary mają też inne państwa, głównie Słowacja i Austria."""
11,"""@Zolw__Pzn @Fraszki_ulotki Szczepienie drzew owocowych wykonuje się na wiosnę (tuż przed rozpoczęciem wegetacji lub zaraz po jej rozpoczęciu,gdy w roślinach krążą już soki)lub latem.
 W wiosennym terminie szczepienia, szczepimy na zraz, a w letnim terminie okulizujemy."""
11,"@ulanbar1 @Grzegor71050803 @R__o__h_ @PremierRP @michaldworczyk przecież rząd nie pozwala sobie sprawdzić gdzie są dostępne miejsca na szczepienia, a infolinia to bardzo ograniczona forma uzyskania informacji o różnych lokalizacjach"
11,"[TRANSMISJA] Premier Mateusz #Morawiecki: Rząd zdecydował się na przekazanie dodatkowych środków na stworzenie punktów szczepienia powszechnego, to jest dla nas główny kierunek walki z #koronawiruspolska"
13,"@synxchaosu Według posłanki Lubnauer, szczepienia grupy 60+ nie idą zgodnie z planem. Więc trzeba postraszyć. Piękne w swojej prostocie 😀"
11,"@JacekWilkPL @miner72pl @Pawel_Ajmek Chorują też ciężko i śmiertelnie, wcale nie wszyscy przechodzą to lekko. Nie jestem zwolennikiem szczepienia i ciagle zastanawiam się dlaczego koncerny porzuciły prace nad skutecznym lekiem, a fakt jest taki, że szczepionka jedynie łagodzi a nie zapobiega."
11,"@JacekWilkPL @miner72pl @Pawel_Ajmek Chorują też ciężko i śmiertelnie, wcale nie wszyscy przechodzą to lekko. Nie jestem zwolennikiem szczepienia i ciagle zastanawiam się dlaczego koncerny porzuciły prace nad skutecznym lekiem, a fakt jest taki, że szczepionka jedynie łagodzi a nie zapobiega."
13,"""Szczepienia przeciwko COVID-19. W Polsce stosowane są preparaty firm Pfizer/BioNTech, Mederna i AstraZeneca
Wzrasta liczba zgonów i testów pozytywnych.'""korzenni'"" Morawiecki, Niedzielski, PiSrael, łże media dążądo
'""wszczepienia'"" wszystkich Polaków. Plan depopulacji trwa..."""
11,"""Wyrok ETPCz w sprawie o szczególnie ważnym znaczeniu w obecnych realiach: obowiązkowe szczepienia dla dzieci nie naruszają praw jednostki zagwarantowanych w art.8 EKPC. 
👏👏👏"""
1,@EFedorowicz @Marzena_Garden Wirusy mutuja szczepionka nic tu nie po może. Będzie jak z grypą...Budować odporność u ludzi. Chronić chorych i starszych...Dzieci jak.najdluzej w szkole i na boisku
9,"""@Michali49393358 @Marcin_K5 To na pewno przez niewłaściwe przechowywanie preparatu lub wielokrotne stosowanie jednorazowej igły.

Szczepionka nie mogła mieć z tym absolutnie nic wspólnego. Lepiej o tym nie mówić, bo to niedobra jest."""
11,"""Poprosiłem prezesa NFZ o wyjaśnienie w trybie kontrolnym informacji o użyciu w #Rzeszów wielokrotnie jednorazowych strzykawek przy szczepieniach przeciw COVID-19 - przekazał w piątek szef resortu zdrowia @a_niedzielski.

#KoronawirusWPolsce #Szczepienia

https://t.co/DnHikPKi0a"""
11,"""@disclosetv
 - orzekł tak Europejski Trybunał Praw Człowieka ** obowiązkowe szczepienia są legalne ** i może być konieczne w społeczeństwach demokratycznych (Deutsche Welle)
Tu macie przykład jak nazistowskie media kłamią.
Pamiętajcie u nas też są media IV Rzeszy nazistowskiej."""
11,Niedzielski: poszerzamy grupę osób uprawnionych do kwalifikacji na szczepienia Kolumna24 https://t.co/4xHj6Z4Y7X #zakupy #porównywarka #wiadomości #kolumna24 #niedzielski #poszerzamy #grupę #osób #uprawnionych #kwalifikacji #szczepienia
8,"Dane wskazują, że szczepienia w Rzeszowie są elementem kampanii wyborczej https://t.co/oa6jZXxDSk"
13,"""@JacekJaworskiGd To co piszemy jest prawdą. 

Jedynie 390 260 dawek nie ma terminu szczepienia / dostawy na szczepienie. 

Zwiększa się dostępność szczepionek, otworzyliśmy rejestrację dla wielu osób, przed nami pierwszy pełny tydzień szczepień dużej populacji. Powstają też nowe PSz."""
11,@rzeczpospolita @AndrzejDuda Nie będę się szczepić ... Bo nie ! ! ! Cały Anżej 🤦🏻‍♂️
11,"""@StrzelczykEla @MankaKasia prosze smialo sie zaszczepic  ta szczepionka 
statystycznie nic  Pani nie  grozi 
byc moze za tydzien bedzie kolejna rekomendacja kogo powinno sie szczepic a kogo nie ..
ale co tam .. 

https://t.co/KoBXAyXuul AstraZeneca i zakrzepica. Przedstawiciel EMA: '""Jest zależność'"""""
11,"""@L_kasz @KludkowskaM Nie zawsze sekcja zwłok może pomóc wykazać związek ze szczepionką (lub jego brak).

W tym celu sporządza się raport.

Na końcu można porównać częstotliwość np. udarów w grupie szczepionych z normą dla populacji.

Bez rzetelnego raportowania NIGDY NIE DOWIEMY SIĘ PRAWDY."""
11,"""Rosyjska szczepionka Sputnik nie daje żadnych skutków ubocznych. Jedynym-pozytywnym jest to, że mieszkańcy państw zaszczep. tym preparatem będą masowo wychodzić na ulice z kwiatami i witać wkraczające na terytorium ich państw czołgi rosyjskie
Jak polska opozycja bez szczepionki"""
11,@PKontrowersje Będzie trzecia dawka szczepionki w Polsce. A i na trzeciej się pewnie nie skończy. Będą baranów szczepić ile się da https://t.co/x0PknsEiXe
10,Wara od naszych dzieci! Szczepic dzieci bezpiecznie ale przeciw Grypie!
3,"@marek64419329 Nie ma. Tak jak Herod nigdy nie był młody, tak wirus nie będzie miał żadnych szans w starciu ze szczepionką."
11,"""@kejtrouge @Leszek49469123 @szamajama @MariuszMorda @K_Stanowski Nie teoria tylko praktyka. Ale Ty g... wiesz, w d... byłaś. Choć kompletnie nie wiesz nic na temat praktyki dr Bodnara i jego wyników leczenia amantadyną to i tak wiesz lepiej, że to ściema i trzeba się szczepić.
Takich jak Ty w życiu realnym omijam szerokim łukiem. Szkoda czasu."""
11,"""Witia 7.20 
Wyraźnie rekomenduje szczepionkę Sputnik V , '""która najbardziej przypomina klasyczną szczepionkę'"" (AZ jest również wektorowa). Stosowane u nas mają skutki uboczne - o Sputniku 0. Nie ma? Powołuje się na Bossche (wirusolog weterynarz), '""wyjątkowy specjalista'"". https://t.co/sTjOFBhMYS"""
3,"@KGryczman @PBasiukiewicz Co za qrwy jebane, po co sie szczepic i w ogole rozwazac szczepienie skoro stany wychodza z obostrzen nawet przy 7% zaszczepionych, a u nas zaszczepia 70% i jeszcze bedzie im malo i juz o tym wprost mowia."
11,"""Czyli realnie, szczepionką o skuteczności ok. 90 proc., musimy wszczepić ok. 78 proc. populacji.

Obecne szczepionki są ZNACZNIE MNIEJ (dalej, ale mniej) skuteczne wobec wariantów uciekających spod odpowiedzi immunologicznej (w ok. 50 proc.)

3/4"""
11,"@ufka2 @michaldworczyk W Ostpreussen, Niemce mają szczepić.. 'Sputnikiem'""..😂"""
11,@T_Stanislawski Nie daj się szczepic pisowskimi szczepionkami. Zaszczepią ci czipa!
11,"""Zaszczepionych ok. 32 mln osób. 🇬🇧 

#szczepionka #AstraZenaca #SzczepimySię"""
13,"@JacekJaworskiGd @agalek757 @SamselMarcin @AnnaZabl @Radio_TOK_FM @TOKFM_NEWS @ZiutaB Ten program szczepień jest dobrym odzwierciedleniem sytuacji politycznej w kraju. Odnoszę wrażenie, że najefektywniej będą szły szczepienia w zakładach pracy gdzie podmioty prywatne będą to ogarniać. Szybko, sprawnie, bez żadnego pitolenia politycznego z tej i tamtej strony."
11,"@PawelM1988 @Wieczor220690 @Rozmowa_RMF @a_niedzielski Punkty szczepień wykorzystują obecnie ok. 40% swoich możliwości. Jesteśmy w stanie bez problemu szczepić 1,5 mln osób w tygodniu. Bez żadnych zmian w procesie. Przed nami dopiero pierwszy pełny tydzień szczepień dużej populacji. NPS przyspiesza."
3,"@pjmvinyl wow, nie wiedziałam, że szczepionka zaraża, cały czas czegoś nowego się w tym internecie uczę 🤣"
1,"@MiroKa30045644 Prawdziwym celem jest przyspieszenie mutacji wirusa i granie tego spektaklu dłużej. Naturalnie by wygasło, szczepienia rozregulują ludziom układ odpornościowy i niestety oddziaływują też na przyspieszenie mutacji wirusa. Dlatego taki pośpiech."
3,"@MiroKa30045644 Prawdziwym celem jest przyspieszenie mutacji wirusa i granie tego spektaklu dłużej. Naturalnie by wygasło, szczepienia rozregulują ludziom układ odpornościowy i niestety oddziaływują też na przyspieszenie mutacji wirusa. Dlatego taki pośpiech."
11,JUST IN - European Court of Human Rights ruled that **compulsory vaccinations are legal** and may be necessary in democratic societies (Deutsche Welle)
11,"Po polsku: Wielu zarejestrowanych rezygnuje z AstryZeneki, ale chętni nie mogą się szczepić. Lekarze apelują o zmianę zasad https://t.co/mFxvXiNCAh"
11,"Premier Włoch: jakie trzeba mieć sumienie, by szczepić się poza kolejką https://t.co/abbkPlWWvx"
1,"""@paweldebesciak Szczepionka nie chroni przed wirusem. Może lżej przejdę jak się zaszczepię...?
A może lżej przejdę bez szczepienia?
Potem będzie 3 dawka (już w Wlk. Brytanii).
A może będzie kolejna mutacja i będą kolejne szczepienia?"""
11,@tvn24 Nawet Putin nie chce się szczepić sPUTNIKIEM
13,"""@andrzej_szastok @Jan_Kunert 1. Stan magazynów RARS to 390 260 dawek.

2. Szczepionka jest dostępna. Oferujemy nawet możliwość zamawiania dodatkowych dawek dla przyspieszenia szczepień 60+"""
