,title,verdict,short_justification
561,"Czy Polska nie dostanie teraz więcej szczepionek Pfizera, bo zrezygnowała z dostaw z 3 i 4 kwartału?",Fake News,"W zgłoszonym wpisie na Twitterze pojawia się sugestia, że ponieważ polski premier zrezygnował z dostaw szczepionek Pfizera z 3 i 4 kwartału, teraz, kiedy dawki „które miały być dostarczone w 3 i 4 kwa..."
562,"Czy wirusy to wydzieliny z zatrutych komórek i nie wywołują chorób, bo te ostatnie są skutkiem złego stanu organizmu?",Fake News,"To nieprawda, że wirusy to wydzieliny z zatrutych komórek i nie wywołują chorób. Takie twierdzenie znalazło się w zgłoszonej do weryfikacji publikacji na stronie www.prawyglos.com. „Ktoś, kto głosi ..."
563,"Czy 0,8 proc. zaszczepionych przeciw COVID-19 umiera w ciągu 2 tygodni od podania pierwszej dawki szczepionki, a pozostali umrą w ciągu 2 lat?",Fake News,"Zgłoszona publikacja zawiera szereg nieprawdziwych informacji oraz insynuacji, które nie są poparte żadnymi dowodami. Jej autorzy nie wskazują też źródeł przytaczanych informacji powołując się jedynie..."
564,Czy polityka polskich władz polega na negowaniu budowy elektrowni jądrowej?,Fake News,"W zgłoszonym do weryfikacji wpisie na Twitterze znalazła się sugestia, że polityka energetyczna obecnego rządu zakłada negowanie budowy elektrowni jądrowej w Polsce, a rzekomym tego dowodem jest cytow..."
565,Czy sekret długowieczności Japończyków tkwi w jedzeniu sfermentowanej soi?,Fake News,"To nieprawda, że sekret długowieczności Japończyków tkwi w jedzeniu sfermentowanej soi. Dotychczasowe badania naukowe dowodzą, że jest to skutek połączenia wielu czynników. Jedym z nich jest zdrowa ..."
566,"Czy Fauci powiedział, że eksperymentalną szczepionkę będzie się podawać amerykańskim nastolatkom na jesieni, a młodszym dzieciom - w przyszłym roku?",Fake News,"Dr Anthony Fauci – dyrektor Narodowego Instytutu Alergii w USA nie powiedział, że komukolwiek podawana będzie eksperymentalna wersja szczepionki. Odpowiadając na pytanie dziennikarzy serwisu Pro Pub..."
567,Czy test PCR spowodował uraz mózgu u mieszkanki San Antonio?,Fake News,"Ze zgłoszonego artykułu możemy się dowiedzieć, że podczas testu PCR kobiecie uszkodzono błonę okalającą mózg, co spowodowało wyciek płynu mózgowo-rdzeniowego. Możemy mieć wrażenie, że to standardowe p..."
568,Czy ryzyko zarażenia się COVID-19 przez dotknięcie zakażonej powierzchni jest jak 1 do 10 tys.?,Prawda,"W zgłoszonym tekście możemy przeczytać, że amerykańska CDC opublikowała dokument z którego wynika, że ryzyko zarażenia się COVID-19 przez dotknięcie zakażonej powierzchni jest jak 1 do 10 tys. To praw..."
569,Czy otyłość ponad dwukrotnie zwiększa ryzyko hospitalizacji w wyniku ciężkiego przebiegu COVID-19?,Prawda,"W zgłoszonym tekście możemy przeczytać że BMI powyżej 30 zwiększa ryzyko hospitalizacji wskutek zakażenia aż o 114%, o 74% rośnie ryzyko leczenia na oddziale intensywnej terapii, a o 48% ryzyko śmierc..."
570,Czy nowa wersja szczepionki na COVID-19 będzie zawierać chip?,Fake News,"W zgłoszonym artykule możemy przeczytać że Pfizer ogłosił aktualizację szczepionki COVID-19, która teraz zawiera chip Microsoftu zmniejszający objawy. To nieprawda. Tekst ma charakter satyryczny. Teks..."
571,"Czy wskazania ""urządzenia do pomiaru telefonii komórkowej"" świadczą o tym, że nadajnik w Jeleniej Górze"" wali mieszkańców” po głowie?",Fake News,"Nie, to nieprawda. Człowiek, który na dołączonym do zgłoszenia filmie dokonywał pomiaru promieniowania przy jednym z nadajników telefonii komórkowej w Jeleniej Górze, nie ma przygotowania merytoryczne..."
572,"Czy stacje nadawcze telefonii komórkowej wykorzystuje się do wywołania objawów mylonych z Covid-19, by nakłonić ludzi do zaszczepienia się?",Fake News,"Twierdzenie, iż stacje nadawcze telefonii komórkowej są wykorzystywane do wywołania objawów mylonych z objawami Covid-19, by nakłonić ludzi do szczepień, jest nieprawdziwe. Promieniowanie, które towar..."
573,Czy włoskie pociągi Frecciarossa dyskryminują niezaszczepionych?,Fake News,"Ze zgłoszonego tekstu, zamieszczonego na portalu zmianynaziemi.pl dowiadujemy się, że w Europie i na świecie „trwa dzielenie ludzi na zaszczepionych i niezaszczepionych na COVID-19”, a dyskryminację o..."
574,"Czy dane przekazane STOP NOP przez resort zdrowia dowodzą, że szczepienie na Covid-19 nie ma sensu?",Fake News,"Zaszczepione osoby chorują na COVID-19 kilkanaście razy rzadziej niż te, które nie przyjęły szczepionki – wynika z danych Ministerstwa Zdrowia przekazanych STOP NOP. Ogólnopolskie Stowarzyszenie Wied..."
575,Czy przez szczepienia na COVID-19 liczba zachorowań w stanie Michigan w lutym wzrosła siedmiokrotnie?,Fake News,"Według tytułu zgłoszonego tekstu z portalu afinalwarning.com duży wzrost liczby zakażeń koronawirusem w amerykańskim stanie Michigan dowodzi, że szczepienia przeciwko Covid-19 nie działają. W treści a..."
576,"Czy testy wykonywane przez pogotowie ratunkowe dają fałszywe wyniki, bo zamiast brakującego buforu, stosuje się sól fizjologiczną?",Fake News,"Zdaniem ekspertów nie ma możliwości, aby przy zastosowaniu się do instrukcji producenta testu antygenowego, mogło zabraknąć tzw. roztworu buforowego. Sam producent zabrania rozcieńczania pobranego wym..."
577,Czy wydatki PGNiG na zakup udziału w złożach norweskiego gazu są niewspółmiernie wysokie do korzyści wynikających z wielkości tych złóż?,Fake News,"Twierdzenie, że wydatki PGNiG na zakup udziału w złożach norweskiego gazu były niewspółmiernie wysokie do korzyści wynikających z wielkości tych złóż, nie ma poparcia w faktach. Zgłoszenie publikacji ..."
578,"Czy od połowy czerwca mają nas obowiązywać paszporty szczepionkowe nie tylko do wyjazdów zagranicznych, lecz również do codziennego funkcjonowania, a MZ o tym milczy?",Fake News,"Materiał źródłowy, w którym informuje się o wprowadzeniu „paszportów COVID-owych” od 15 czerwca podaje fałszywe informacje. Obecnie nie ma rozstrzygnięcia w sprawie obowiązywania „paszportów COVID-owy..."
579,"Czy brytyjski rząd kłamał, że nie zamierza wprowadzać paszportów covidowych, choć prace nad nimi były już w zaawansowanym stadium?",Fake News,"Nie jest prawdą, że brytyjski rząd kłamał w kwestii zamiarów wprowadzenia tzw. paszportów COVID-owych deklarując, że nie ma takiego zamiaru. Z komunikowania tego, że rozważane są wszystkie możliwości ..."
580,Czy w Polsce śmiertelność z powodu Covid-19 jest taka jak w Brazylii?,Fake News,"„Mamy śmiertelność z powodu Covid-19 taką jak Brazylia. Tylko masowych grobów nie ma, bo ludzi stać jeszcze na grzebanie bliskich” ocenił w zgłoszonym wpisie na jednej z platform społecznościowych Rom..."
581,Czy polscy olimpijczycy muszą się zaszczepić?,Fake News,"Autorka zgłoszonego wpisu na Twitterze z 14 kwietnia z godz. 23:49 sugeruje, że szczepienia polskich olimpijczyków będą przymusowe. To nieprawda. Jak wynika z rozmowy, którą PAP przeprowadził 15.04.2..."
582,Czy szczepienia na COVID-19 są w Izraelu obowiązkowe?,Fake News,"W zgłoszonym tekście możemy przeczytać, że obywatele Izraela są zmuszani do szczepienia się na COVID-19. To nieprawda. „Pomogliśmy ludziom podjąć świadome decyzje oparte na faktach. Szczepienie jest ..."
583,Czy szczepionki zalegają w magazynach?,Fake News,"Nie, to nieprawda, że w magazynach zalega 2 miliony szczepionek, co stwierdził we wpisie zamieszczonym na jednym z portali społecznościowych Borys Budka, przewodniczący Platformy Obywatelskiej. Poseł..."
584,Czy USA wymogło na Rumunii pozbycie się elektrowni jądrowej Cernavodă?,Fake News,"W zgłoszonym artykule z portalu myslpolska.info czytamy, że ""Stany Zjednoczone wymogły na Rumunii pozbycie się kolejnych sektorów gospodarki narodowej takich, jak elektrownia jądrowa Cernavoda"". To ni..."
585,Czy stanowisko Episkopatu dotyczące wykorzystania w produkcji szczepionek na Covid-19 linii komórkowych z abortowanych płodów jest inne niż stanowisko Watykanu?,Fake News,Stanowisko Episkopatu Polski w sprawie stosowania przez katolików szczepionek przeciw Covid-19 produkowanych przy udziale linii ludzkich komórek zarodkowych jest zbieżne ze stanowiskiem Stolicy Aposto...
586,Czy szczepienie przeciwko COVID-19 jest bardziej niebezpieczne niż szczepienia na inne wirusy?,Fake News,"Nie jest prawdą, że szczepionka na Covid-19 jest bardziej niebezpieczna niż inne, dopuszczone do użytku szczepionki. W zgłoszonym tekście został wykorzystany cytat z wypowiedzi amerykańskiego lekarz..."
587,Czy od 14 kwietnia nie trzeba mieć maseczki podczas uprawiania sportu na świeżym powietrzu?,Fake News,"To nieprawda, że 14 kwietnia zniesiono nakaz noszenia maseczki podczas uprawiania sportu na świeżym powietrzu, a taką sugestię zawiera wpis w serwisie Twitter opublikowany tego samego dnia. W związku..."
588,Czy w Europie niewielki procent rodziców szczepi dzieci?,Fake News,"W zgłoszonym video pojawia się wypowiedź Huberta Czerniaka, który w 2020 roku stracił na 2 lata prawo do wykonywania zawodu lekarza. Twierdzi on tam, że we współczesnej Europie niewielki procent rodzi..."
589,Czy kontakt z koronawirusem kilka miesięcy po otrzymaniu szczepionki mRNA grozi śmiertelną w skutkach burzą cytokin?,Fake News,"Nie ma żadnych dowodów naukowych na to, że szczepionki mRNA spowodują prowadzącą do śmierci burzę cytokin, gdy zaszczepiona osoba zetknie się z koronawirusem. Zjawiska takiego nie zaobserwowano ani w ..."
590,"Czy w Ukrainie znajdują się tajne amerykańskie laboratoria, co skutkuje licznymi epidemiami w tym kraju?",Fake News,"Nie jest prawdą, że w Ukrainie znajdują się tajne amerykańskie laboratoria produkujące broń biologiczną, co skutkuje licznymi epidemiami w tym kraju. Zgłoszony materiał można zaklasyfikować do kategor..."
591,Czy szczepionka Sputnik V nie budzi wątpliwości etycznych i nie wykorzystuje ludzkich komórek z abortowanych płodów?,Fake News,"Zgłoszony artykuł z portalu pl.sputniknews.com sugeruje, że zarzut o nieetyczności szczepionki Sputnik V, który stawia się jej twórcom jest „antyszczepionkową propagandą”. To manipulacja. Sputnik prz..."
592,"Czy picie napojów energetycznych może powodować niepokój, zwiększać poziom stresu i wywoływać depresję?",Prawda,"Istnieją liczne badania wskazujące na istnienie związku pomiędzy spożyciem napojów energetycznych a zaburzeniami nastroju, zaburzeniami lękowymi, podwyższonym poziomem stresu, a nawet depresją. Nie zn..."
593,Czy Francja buduje reaktory 4. generacji?,Fake News,Obecnie we Francji nie buduje się reaktorów 4. generacji. W 2019 roku zawieszono tam ten projekt. Miał on stanowić kolejny etap rozwoju francuskiego przemysłu jądrowego. Projekt reaktora na neutronach...
594,Czy wirus HIV nie istnieje?,Fake News,"W zgłoszonym tekście opublikowanym w 2016 roku australijska biofizyczka Eleni Papadopulus-Eleopulos twierdzi, że nie ma dowodów na to że wirus HIV istnieje. To członkini głoszącej tę teorię grupy i zn..."
595,Czy 40 proc. amerykańskich żołnierzy nie chce się szczepić przeciwko Covid-19?,Fake News,"W tytule zgłoszonego tekstu z portalu zmianynaziemi.pl czytamy, że „40 procent amerykańskich żołnierzy odmówiło przyjęcia szczepionek na COVID-19”, co sugeruje, że blisko połowa amerykańskiej armii ni..."
596,"Czy w ubiegłym roku mieszkańcy Lombardii umierali nie przez COVID-19, a na skutek masowego szczepienia seniorów przeciw grypie, które przeprowadzono w 2019 r?",Fake News,"Nie jest prawdą, że szczepionki na grypę zwiększają ryzyko ciężkiego przebiegu COVID-19, a tym samym śmierci z powodu tej choroby. W zgłoszonym tekście pojawia się sensacyjna informacja, że w Lombardi..."
597,Czy Szwecja zakazała 5G?,Fake News,"W zgłoszonym wpisie z FB autor twierdzi, że Szwecja, z powodu wyników badań i protestów, zakazała technologii 5G. To nieprawda. Ten fake news to zmanipulowana informacja o wykluczeniu przez Szwecję z..."
598,Czy powodem wzrostu zachorowań na nowotwory jest rozwój infrastruktury telekomunikacyjnej?,Fake News,Dotychczasowe szerokie badania na temat promieniowania elektromagnetycznego (PEM) nie wykazały jego wpływu na powstawanie chorób nowotworowych. Jak czytamy na stronie Polskiego Towarzystwa Onkologiczn...
599,Czy przez szczepienia w Izraelu jest obecnie czterokrotnie wyższa śmiertelność niż w tym samym okresie w ub. roku?,Fake News,"Nie jest prawdą, że Izrael, pomimo udanej kampanii szczepień, cierpi obecnie z powodu czterokrotnie wyższej niż śmiertelności z powodu Covid-19. To twierdzenie jest zapewne oparte na publikacji w „Le ..."
600,Czy w Warszawie zaplanowano onkologiczne ludobójstwo i dlatego całe miasto jest napromieniowane?,Fake News,"Przedstawione na filmie pomiary pola elektromagnetycznego (PEM) wykonano urządzeniem, którego maksymalne wartości skali są 10-krotnie, a w innym przypadku nawet 100-krotnie niższe niż restrykcyjne nor..."
601,Czy wypuszczenie wody z elektrowni Fukushima do oceanu będzie szkodliwe dla ludzi i środowiska?,Fake News,"Spuszczenie wody używanej do chłodzenia reaktorów elektrowni Fukushima do oceanu, według ekspertów, nie spowoduje zagrożenia dla ludzi ani środowiska. Wodę przed wypuszczeniem do oceanu poddaje się sk..."
602,Czy dwutlenek chloru jest bezpieczny i skuteczny w leczeniu COVID-19?,Fake News,"Według autora zgłoszonego tekstu dwutlenek chloru jest bezpieczny do spożycia przez ludzi, a także skuteczny przeciwko COVID-19. To nieprawda. Dwutlenek chloru jest utleniającym biocydem (związkiem d..."
603,"Czy jedzenie orzechów włoskich, krewetek, sera, kurczaka i brokułów pozwala powstrzymać proces siwienia?",Fake News,"To fake news. Obecnie nie istnieje stuprocentowo skuteczny sposób na zahamowanie i odwrócenie naturalnego, niewynikającego z niedoborów lub chorób procesu siwienia. Można próbować go nieco spowolnić. ..."
604,"Czy szczepienie ozdrowieńców dwiema dawkami nie ma sensu, a jest wręcz niebezpieczne?",Fake News,"Szczepienie osób, które przeszły już infekcję koronawirusem jest jak najbardziej uzasadnione. Naukowcy nie wiedzą bowiem jeszcze, jak długo i na ile skutecznie osoba, która przechorowała COVID-19 (rów..."
605,Czy spadek liczby zakażeń w Teksasie ma związek ze zniesieniem obowiązku noszenia maseczek?,Fake News,"Spadające wskaźniki zakażeń w Teksasie nie są wynikiem zniesienia ograniczeń epidemicznych w tym stanie, ale rosnącą odpornością populacji stanu, którą - oprócz ozdrowieńców - zyskało też ponad 37 pro..."
606,Czy otyłość można wyleczyć stymulując wątrobę ultradźwiękami?,Fake News,"To nieprawda, że otyłość można wyleczyć dzięki stymulacji wątroby ultradźwiękami. Zgłoszony tekst jest zatytułowany „Stymulacja ultradźwiękowa wątroby skutecznie leczy otyłość”. Ilustruje go zdjęcie ..."
607,"Czy z wypowiedzi ministra zdrowia Andrzeja Niedzielskiego wynika, że w czasie wakacji będzie lockdown?",Fake News,"Z wypowiedzi ministra zdrowia Andrzeja Niedzielskiego nie wynika, że w czasie wakacji będzie lockdown. W zgłoszonym materiale nie ma żadnych podstaw do tego, aby wnioskować, że lockdown w obecnej form..."
608,Czy do wybicia koronawirusów w organizmie wystarczą żarówki LED działające w paśmie 285 nm?,Fake News,"Żaden rodzaj żarówek nie jest w stanie zniszczyć wirusów, które zainfekowały ludzki organizm. Prawdą jest natomiast, że lampy (nie tylko LED) emitujące promienie UV (szczególnie UVC) nadają się do dez..."
609,"Czy na testy na COVID-19 wydano w Polsce do tej pory ponad 4,3 mld zł?",Fake News,"Od początku pandemii na testy na obecność wirusa SARS-CoV-2 wydano z budżetu państwa niecałe 2 mld zł, a więc mniej niż połowę kwoty wskazanej w zgłoszonym do weryfikacji materiale. Zgłoszenie dotyc..."
